dataset,origin,id,doc,summ,model_name,cut,error_type,annotated_span
CLIFF,cnndm,8012ab9261e117ab47a2759b3c0b628f2a007a82,"According to an outside review by Columbia Journalism School professors,""(a)n institutional failure at Rolling Stone resulted in a deeply flawed article about a purported gang rape at the University of Virginia."" The Columbia team concluded that""The failure encompassed reporting, editing, editorial supervision and fact-checking."" Hardly a ringing endorsement of the editorial process at the publication. The magazine's managing editor, Will Dana, wrote,""We would like to apologize to our readers and to all of those who were damaged by our story and the ensuing fallout, including members of the Phi Kappa Psi fraternity and UVA administrators and students."" Brian Stelter: Fraternity to'pursue all available legal action'The next question is:. Can UVA, Phi Kappa Psi or any of the other fraternities on campus sue for defamation? The Virginia Supreme Court said in Jordan v. Kollman that""the elements of libel are (1) publication of (2) an actionable statement with (3) the requisite intent.""""Actionable"" means the statement must be both false and defamatory. Of course, the law of defamation must be balanced against the freedom of speech protected under not only the First Amendment to the United States Constitution, but also the Virginia Constitution. True statements cannot be defamatory. Neither can pure statements of opinion, because they theoretically cannot be either true or false. But the Rolling Stone article certainly purported to be fact, and it apparently is not exactly what the law considers""true."" The individual members of the fraternity will likely be considered private individuals, and not public figures; the latter have a harder time proving defamation. A private person suing for defamation must establish that the defendant has published a false factual statement that is about the person and that it also harms the person's reputation. The private plaintiff also must show that the defendant knew that the statement was false, or believed it was true but lacked a reasonable basis, or acted negligently in checking the facts. At first blush, that sounds like it fits perfectly, right? The Columbia report may go a long way toward establishing at least a modicum of the required intent. But that's only half the battle. There are strict rules about who can be a plaintiff in a defamation action like this. The identity of the aspiring plaintiff matters. First, let's eliminate UVA. The university is a public university, and therefore it is a governmental entity. The Supreme Court has been clear on the issue of libelous statements about the government: The government cannot sue for defamation. There is no such cause of action in American jurisprudence. Now the fraternities, starting with Phi Kappa Psi. A fraternity is not an individual, but a group. A plaintiff in a defamation case must show that the statements were""of or concerning"" the plaintiff. It sounds obvious, but if you're going to say a statement hurt you, you have to prove the statement actually was about you to begin with. When the statements are about a group without naming an individual, it's hard to say the statement is""concerning"" the individual--and groups generally cannot sue. For example, you can be sued if you call a specific lawyer a thief, but that same person cannot sue you if you simply call all lawyers thieves. Defamatory statements about a group are therefore not actionable by the group's individual members, for the most part. Like all rules, however, there are exceptions. If the defamatory language is about""a comparatively small group of persons and the defamatory part is easily imputed against all members of the small group, an individual member may sue."" If I said,""The 1980 Philadelphia Phillies infielders were a bunch of criminals"" (they weren't), the individual players could sue, because that mean statement is clearly about certain persons--if I said that--which I didn't. Phi Kappa Psi would likely argue that the""small group"" exception fits it perfectly: Even if the individual members were not identified by name, the defamatory story has been imputed directly to individual members, who have suffered by their association with the group. On the other hand, Rolling Stone's lawyers would likely argue that the group is so large and fluid (after all, the membership changes somewhat every year), that even though the fraternity's reputation is tarnished, the members have suffered no individualized injury. As for the other fraternities on campus but not implicated in the story, that's likely a group that moves from the small category to large, and the members of Greek life generally will have a harder time bringing a lawsuit. Lawyers will tell you that a libel suit is one of those things that citizens often threaten each other with on Facebook, but that such cases are rarely actually filed. That's because a plaintiff usually has to show some kind of financial harm. So if your Aunt Edna calls you a loser on Twitter, you're going to have to spend money on an expert to explain to a jury how that actually damaged you financially. And since most of the people who waste time threatening each other with defamation suits on Facebook live in their moms'basements and are""between jobs,"" these are not the kind of people who have money or reputation to damage in the first place. The UVA situation is not your run-of-the-mill defamation case. The university won't be able to sue, but if the members of the fraternity can get past some of the preliminary hurdles of a defamation claim, and they can make a tangible case for damages, then this could be one of those rare successful defamation cases.","Rolling Stone's article about alleged gang rape at University of Virginia drew criticism. Dean Obeidallah: Can UVA, Phi Kappa Psi or any of the other fraternities sue for defamation? He says there are strict rules about who can be a plaintiff in a defamation action like this. Obeiallah: Individual members of the fraternity will likely be considered private individuals.",BART,val,['extrinsic-NP'],"['Dean Obeidallah:', 'Obeiallah:']"
CLIFF,cnndm,aea444c64bce6c32bc7ae30fccb4d356c42113a4,"An eight-year-old boy has died a day after his family's car hurtled off the road and into a Los Angeles harbor. His 13-year-old brother, identified as Abdelkrim Elmezayen, was pulled dead from the water at the scene shortly after 6pm on Thursday. Their parents are in a stable condition in the hospital. Firefighters rushed to the port in San Pedro when passers-by heard cries for help. The family of four had been driving out of a parking lot on Berth 73 when the vehicle, driven by the boys'father, veered off the edge of the harbor.. Scroll down for video. Two dead: Both children who fell into the LA Harbor has died and their parents are recovering in hospital. Hero: Firefighter Miguel Meza (left) who dove into the water in San Pedro after a car carrying a family of four plunged into the water has been hailed a hero on the Facebook page of City Councilman Joe Buscaino (right) It landed upside down in the 30-foot water.. Two adults were found swimming in the water when rescuers arrived, he said. Witnesses told NBC the car appeared to speed up as it neared the edge.. Divers found the two boys inside the car. They had no pulses and weren't breathing when divers brought them up, and resuscitation efforts began immediately, Humphrey said. The adults were described as being in fair condition but'clearly emotionally distraught,'Humphrey said. Firefighter Miguel Meza who dove into the water in San Pedro after a car carrying a family of four plunged into the water has been hailed a hero on the Facebook page of Los Angeles City Councilman Joe Buscaino.'Firefighter Miguel Meza jumped into the water at Berth 73 tonight in San Pedro after a car with a family of four drove into the water. This man is a true hero in the City of Angels and I am so proud of him!'he said.. Sucessful search: Divers emerge from the water as debris believed to be from the car floats to the surface where a car went off the berth and into the water. Divers working in murky water searched the car and even opened the trunk, but they found no one else in it, Humphrey said. The cause of the accident was under investigation.'We don't know at this time whether it was an accident or an intentional event,'he said. Nearly 100 firefighters, divers and helicopter and boat crews went to the scene, Humphrey said. ABC reports that the event that led up the incident remain unknown.. Witnesses told police that they heard screeching tires before the car made the plunge..","Abdelkrim Elmezayen, 8, and his 13-year-old brother died at the scene. Their parents are in a stable condition in the hospital. Firefighters rushed to the port in San Pedro when passers-by heard cries for help. The family of four had been driving out of a parking lot when the vehicle, driven by the boys'father, veered off the edge of the harbor.",BART,test,['intrinsic-NP'],"['Abdelkrim Elmezayen, 8']"
CLIFF,cnndm,5617874d0fbb6098d93fe8e9dbd9408c7818be6d,"The wife of a Detroit-area soccer referee filed a $51 million lawsuit Friday against a hot-headed player who is in prison for throwing a punch that killed her husband during a game last summer. The figure represents $1 million for each of the 51 additional years that John Bieniewicz, 44, could have lived, according to the lawsuit in Wayne County court. Kristen Bieniewicz of Westland, the representative of her husband's estate, is suing Bassel Saad, along with another man who controlled the team and the soccer league. Kristen Bieniewicz of Westland (pictured left with her late husband) has filed a $51 million lawsuit against Bassel Saad (right) who is in prison for throwing a punch that killed her husband during a game last summer. Bieniewicz died after Saad punched him in the head just moments before Saad would have been ejected from a weekend game in Livonia. Dr. Jamal Saleh said he rushed toward Bieniewicz, who was on his back grasping a yellow card in one hand and a red card in the other, and performed CPR which failed to work..'We hope this lawsuit sends a message that when you commit uncivilized acts in a civilized world there are consequences, even beyond the criminal realm,'said attorney James Acho, who had known Bieniewicz since childhood. Cyril Hall, Saad's attorney in the criminal case, said Friday that the lawsuit surprises him.'Bassel Saad is not an individual of wealth. He was a mechanic,'Hall said. Behind bars: Saad, 37, was recently sentenced to at least eight years in prison after pleading guilty to involuntary manslaughter. The Associated Press left messages seeking comment from a telephone listing for the soccer league. Saad, 37, was recently sentenced to at least eight years in prison after pleading guilty to involuntary manslaughter.. He expressed remorse in court and said he prays for the Bieniewicz family. The lawsuit also names the Michigan United Soccer League, which is accused of allowing Saad to play despite his reputation as a violent player. Citing his doctor, the lawsuit described Bieniewicz, who had two children, as being in great health with the potential to live to age 95. Bieniewicz is pictured being administered CPR on the turf after being knocked out cold by Saad.'I speak for his dozens of buddies, many of whom go back to our days at Catholic Central High, and we want justice for his family,'said Acho, who is handling the case with co-counsel Karen Daley.. In 2005, Saad was involved in another assault on a soccer field. Court documents obtained by Detroit Free Press indicate that he repeatedly struck another player in the head. Saad pleaded no contest in that case and was sentenced to five days of community service and 12 months of probation. Mrs Bieniewicz testified at Michigan's Capitol earlier this year in support of proposed legislation that would make it a felony to assault a sports official in the state. Referees are out there on an island with no one to defend them,'she said.'Something more than a misdemeanor should be in place.'. Mrs Bieniewicz said that through everything, her only consolation has been the thought that her husband died doing something he loved.","Kristen Bieniewicz of Westland, the representative of her husband's estate, is suing Bassel Saad, along with another man who controlled the team and the soccer league. The figure represents $ 1 million for each of the 51 additional years that John Bieniewski, 44, could have lived, according to the lawsuit in Wayne County court. Saad was recently sentenced to at least eight years in prison after pleading guilty to involuntary manslaughter.",BART,val,['extrinsic-NP'],['Bieniewski']
CLIFF,cnndm,48f790026245f5851fa245c76196c9b04df652e6,"Ronny Deila lauded his players for stretching their lead at the top of the Premiership with victory at St Mirren ?¡ÒC then hit out at the state of pitches in Scotland. A James Forrest strike and Stefan Johansens penalty were enough to see off a spirited challenge by the bottom side as Celtic moved eight points clear of Aberdeen. But although pleased with the way his side stayed patient to win, Deila felt their cause wasnt helped by the state of the Paisley surface. And he believes Scottish football will struggle to develop top players if there isnt a drastic improvement in our pitches. Celtic manager Ronny Deila was impressed with his side's performance against St Mirren on Friday night. It was a tough game, St Mirren were well organised and played very deep, he said. They fought really hard and it was difficult to break them down. We had to be patient. The pitch was better than some others weve played on. But the pitches in Scotland are terrible. If you want to develop players and get passing football, its difficult when the ball is bouncing all the time. Its much easier for the other teams to just sit behind the ball and try to break down our play. Its better to play on an artificial surface than this. If they are watering artificial pitches and they are of the best quality, its totally different and much closer to European standards. James Forrest slides on his knees to celebrate scoring Celtic's opening goal against St Mirren. If we are going to develop good young players, you need a good surface to play and train on. If not, you get fighters. If you want skills and technique, play on better surfaces. They are much better in Norway. Sixty per cent are artificial and the grass pitches are better as well because they dont train there and there arent other teams playing on them. And we play in the summer. Thats the biggest thing. The pitch here might not look so bad but try to play on it.. TV pictures showed Leigh Griffiths eating a chocolate biscuit while sitting on the bench. But Deila, a strong advocate of fitness and conditioning, laughed it off. I think it was a carbo biscuit which is totally different! Ill have to check his weight tomorrow.. Celtic midfielder Stefan Johansen slots home from the penalty spot to secure his side's 2-0 victory. Goalscorer Johansen believes theres no stopping Celtic as they close in on a treble. It looks great for us now, he said. I dont think were unbeatable but there is a huge confidence in the team. We are starting to look fitter and have much more of the ball because were playing with a higher tempo. Thats the way the manager wants us to play. I said in the beginning when people were asking questions I was confident he would be a great and its starting to look that way.. Saints boss Gary Teale felt there were positives in defeat but wasnt happy about the handball awarded against Viktor Genev for Celtics penalty. Was it ball to hand or hand to ball? If theyre going to give penalties for things like that they need to give all of them in every single game.. Deila berated the state of pitches in Scotland and claimed it would be better to play on artificial surfaces.",Celtic beat St Mirren 2-0 at the Paisley Stadium on Friday night. Ronny Deila's side are now eight points clear at the top of the Scottish Premiership. But Deila was unhappy with the state of the pitches in Scotland. He claimed it would be better to play on artificial surfaces in Norway.,BART,test,['extrinsic-NP'],['the Paisley Stadium']
CLIFF,cnndm,84b727701a058446b864bb4c8cc77a113994580a,"While the fight against ISIS in Syria and Iraq holds the world's gaze, a simultaneous transformation is getting less attention: the deterioration of al Qaeda. In an audio message released Sunday, al Qaeda confirmed that two of its leaders, known as Ustad Ahmad Farooq and Qari Abdullah Mansur, were killed in CIA drone strikes in January in North Waziristan, near the Afghan-Pakistan border. Farooq's real name was Raja Mohammad Suleman, al Qaeda said. He was a Pakistani who acted as the group's liaison to the Pakistan Taliban and was the deputy commander of al Qaeda's South Asia branch. (Mansur's real name was Qari Ubaidullah, a Pakistani who oversaw suicide missions against U.S. and NATO troops in Afghanistan). Al Qaeda's South Asia branch is relatively new, announced with some fanfare back in September by al Qaeda's top leader, Ayman al-Zawahiri. The creation of the terror group's South Asia branch was seen by some terrorism analysts as an attempt to steal some of the limelight from ISIS, which is embroiled in a public dispute with al Qaeda for leadership of the global jihad movement. The deaths of the two men continue the decimation of al Qaeda's bench of leaders. On Monday, in the southern Pakistani city of Karachi, local al Qaeda commander Nurul Hassan was killed in a raid, said Arif Hanif, district inspector general of police. Florida-raised Adnan Shukrijumah, 39, who was in charge of al Qaeda's operations to attack the West, was killed in December in a Pakistani military operation. Texas-born Mohanad Mahmoud Al Farekh, who also played a planning role for al Qaeda's operations, was arrested in Pakistan last year. The deaths of Ubaidullah and Suleman underline the fact that there are almost no top leaders of al Qaeda left except al-Zawahiri. Both Ubaidullah and Suleman were Pakistani. This is an indicator of how al Qaeda has become a largely Pakistan-focused group, increasingly able to do nothing of any significance outside of Pakistan or Afghanistan. Indeed, al Qaeda has virtually no capacity to carry out attacks in the West. The last successful al Qaeda attack in the West was the London transportation system bombings a decade ago. Al Qaeda is now reduced only to holding American hostages such as 73-year-old aid worker Warren Weinstein, who was kidnapped from his home in the Pakistani city of Lahore on August 13, 2011. To be sure, al Qaeda's Yemen-based affiliate, al Qaeda in the Arabian Peninsula, or AQAP, continues to pose a threat to American aviation. The group has built hard-to-detect bombs, which it has placed on U.S.-bound flights. Luckily, those bombs were faulty or were detected. The group also trained one of the gunmen who attacked the offices of the satirical magazine Charlie Hebdo in Paris in January, killing 12, but it's not clear if AQAP had any direct role in planning this attack. Meanwhile, ISIS continues to attract Western recruits and also inspire""homegrown"" terrorists in the West, but the core al Qaeda organization that killed almost 3,000 men, women and children on 9/11 is on life support. Al Qaeda's confirmation of the deaths of Ubaidullah and Suleman is just one of the latest pieces of evidence for this assessment.",Al Qaeda confirms that two of its leaders were killed in CIA drone strikes in January. Peter Bergen: The deaths of the two men continue the decimation of al Qaeda's bench of leaders. He says al Qaeda has virtually no capacity to carry out attacks in the West. Bergen: Al Qaeda is now reduced only to holding American hostages.,BART,test,['extrinsic-NP'],"['Peter Bergen:', 'Bergen:']"
CLIFF,cnndm,b8803c87ad83ffc194b4161bfcdd6e9584e7d653,"Tuesday is Equal Pay Day, the fictitious holiday marked by progressive women's groups as the point in the year women would have to work to make up for""lost"" wages as a result of the so-called wage gap. In the wake of Hillary Clinton's presidential announcement, the""holiday"" has special meaning. Clinton's election will no doubt center on women voters, and the Democratic women's agenda centers on pay equity and fairness in the workplace. Here's the thing: That 77-cent wage gap statistic is grossly overstated. It's a comparison of averages--comparing full-time working women with full-time working men--that doesn't control for any of the important factors that go into determining one's salary such as education, profession, title, time spent in the workforce and time spent in the office each day, to name a few. When we do control for these variables, a much smaller wage gap persists of about 4-6 cents, some of which may be the result of gender discrimination, but also is likely a function of women's choices and different behavior, such as not negotiating as often as men do--factors for which economists simply can't control. The new women warriors: Reviving the fight for equal rights. I frequently reference my own experience as a working mom with young children as an example of someone who not only made the""mistake"" of majoring in history but then pursued a career in the nonprofit political world--not exactly a winning combination if a high salary is the ultimate goal. Add to this the fact that I took time out of the workplace and worked part time to have a family, and my earning potential simply isn't as high as some of my male counterparts. Opinion: Why Hillary Clinton should take a pay cut. Still, conservatives--and by extension Republicans--ought to be paying attention to Equal Pay Day. Because for many on the right the midterm election victories signaled that the""war on women"" narrative was over. That Democrats had overplayed their hand and that candidates such as Colorado's Mark Udall simply couldn't succeed. In some respects, Republicans are right. Voters did choose policy substance over gendered rhetoric, and in many ways they rejected the insidious""war on women"" narrative. The facts about the gender wage gap. But women voters are valuable, and Equal Pay Day ought to be a reminder that Democrats aren't ready to surrender. Let's remember a 5-point national gender gap still remains in the Democrats'favor. Bottom line: The""war on women"" narrative hasn't been turned off--it's simply shifted gears. And with the presidential election season just revving up, we can expect to see the""war on women"" focus turn to the workplace, where Democrats will claim women are paid unfairly, not given the paid leave benefits they deserve and not given the child care support they demand. Many on the right fear if they try to push back on the issue of pay equity they will be skewered in the polls. But nothing could be further from the truth. Map: Where the gender pay gap is the widest. The Independent Women's Forum conducted a randomized, controlled experiment on the issue of the wage gap, and we found that not surprisingly the progressive message in favor of the Paycheck Fairness Act--a legislative""solution"" to close the pay gap--increased support for the bill but surprisingly was not effective at increasing support for Democrats. In short, if the right is silent on the issue, the left has the potential to win the battle but not the war. It's tempting on days such as Equal Pay Day for Republicans to want to lie low--to ignore the rhetoric and hope it will all go away by Wednesday. But the reality is that's the worst thing conservatives can do. The public is open to hearing the real story on pay equity, and conservatives need to be ready and willing to respond.","Tuesday is Equal Pay Day, the fictitious holiday marked by progressive women's groups. Peggy Drexler: The 77-cent wage gap statistic is grossly overstated. She says the"" war on women"" narrative hasn't been turned off--it's simply shifted gears. Drexle: If the right is silent on the issue, the left has the potential to win the battle.",BART,val,['extrinsic-NP'],"['Peggy Drexler:', 'Drexle:']"
CLIFF,xsum,34687720,"France's Dubuisson carded a 67 to tie with overnight leader Van Zyl of South Africa on 16 under par. McIlroy carded a third straight five under-par 67 to move to 15 under par with Thailand's Kiradech Aphibarnrat. The world number three's round included an eagle on the 12th as he bids to win his first title since May.""The 67s I've shot this week have all been a little different and I feel like I've played within myself for all of them,"" said four-time major winner McIlroy of Northern Ireland.""I feel there's a low round out there for me and hopefully it's tomorrow."" McIlroy was level par for the day after 10 holes, dropping his first shots of the week by three-putting the third and 10th, the latter mistake prompting the 26-year-old to throw his putter at his bag. But he hit back with a birdie on the par-five 11th and a towering four iron from 229 yards on the 13th set up an eagle from just four feet. The former world number one ruptured a ligament in his left ankle during a game of football with friends in July, ruling him out of several tournaments. But he returned in time to unsuccessfully defend his US PGA title at Whistling Straits in August and played in three of the FedEx Cup play-off events before starting the new PGA Tour season with a tie for 26th in the Frys.com Open in California. He is targeting a third Race to Dubai title in four years and leads England's Danny Willett by 271, 214 points with three events remaining after the Turkish Open. English pair Chris Wood (-13) and Richard Bland (-12) who were tied for second overnight are fifth and seventh respectively.",Rory McIlroy is three shots behind leaders Victor Dubuisson and Jaco van Zyl going into the final round of the Turkish Open.,Pegasus,val,['extrinsic-NP'],"['three', 'final']"
CLIFF,xsum,29347895,"He died at his home in Cambridge following an illness lasting several months, a statement on his website said. It added his funeral will be private, with a memorial service to be held at a later date. Hogwood worked with many leading orchestras around the world and was considered one of the most influential exponents of the early-music movement. The conductor founded the Academy of Ancient Music (AAM) in 1973 and directed the academy across six continents for some 30 years. The AAM also made more than 200 CDs, including the first-ever complete cycle of Mozart symphonies on period instruments. Among his most famous recordings include the 1980 version of Handel's Messiah with Emma Kirkby and Carolyn Watkinson, which was named by BBC Music Magazine as one of the top 20 recordings of all time. Hogwood studied keyboard at Cambridge University with Rafael Puyana and Mary Potts and later with Zuzana Ruzickova and Gustav Leonhardt. His first positions were as a keyboard player and musicologist with the Academy of Saint Martin-in-the-Fields under Sir Neville Marriner, and was a founder member of the Early Music Consort of London. He was the artistic director of the King's Lynn Festival and Boston's Handel and Haydn Society. He was also a tutor at Harvard University, honorary professor of music at the University of Cambridge and a professor-at-large at Cornell University in the US.""Christopher had extraordinary generosity of spirit,"" Christopher Purvis, honorary president of the AAM, said.""He was a great ambassador for historically informed music, the movement of which he was a founder. And he was happy to see the orchestra he founded develop and grow after he stepped down as director."" The AAM's music director Richard Egarr added:""I am deeply saddened by the news of Christopher's passing. Christopher provided a fantastic legacy for me to build upon when I joined in 2006 and I know he will be greatly missed by all who knew and worked with him."" Speaking to Sean Rafferty on Radio 3's In Tune, soprano Dame Emma Kirkby said:""Some of the best players that now lead orchestras all over the world, they started with him.""Chris was a natural academic, an incredibly clever man. He had an amazing capacity to absorb information of all kinds and a really sure sense of how things would be if he really tried to reproduce conditions... a very genial person."" David Thomas from Trinity Laban Conservatoire of Music and Dance, London added:""He always said I want the music to speak for itself because it can, it's good enough, it willa?| a very pleasant and lovely man.""",Conductor and musicologist Christopher Hogwood has died at the age of 83.,Pegasus,val,['extrinsic-NP'],['83']
CLIFF,xsum,19311364,"Downing Street backed a report by think tank Policy Exchange which said selling high value homes when they become vacant would raise ?¡°o4.5bn a year. That would be enough to build 80,000 to 170,000 social homes, the report said. Labour said new homes were urgently needed but""driving out hard-working families on low wages from whole neighbourhoods"" was not the answer. In its Ending Expensive Social Tenancies report, Policy Exchange argues the move could create the largest social house building programme since the 1970s-giving the economy a kickstart. Neil O'Brien, the think tank's director, told the BBC that social housing would still exist in very expensive areas under its proposal, but there would just be""less of it"".""The truth is I don't believe anybody has the right to live in the most expensive parts of town.""People do have a right to get housed, just not in the very most expensive areas,"" he said. He also suggested that the overall number of people waiting for social housing, currently around 1.8 million, could be reduced by about 500,000 if the scheme was implemented. The prime minister's official spokesman said:""This is something that councils can choose to do already.""Councils should be looking for ways to use their social housing stock as efficiently as they can. The waiting list for social housing has increased a lot over passing years.""They need to think about how they can use that social housing stock efficiently.""If they can sell high-value housing to invest in more social housing and find more homes for more people, then that is certainly something they should look at."" But Labour said the coalition's""failed"" polices were""making the housing crisis worse not better"". Shadow housing minister Jack Dromey said:""Councils and housing associations should make effective use of their housing stock but the government should not force them to arbitrarily sell off social homes, breaking up mixed communities and driving out hard-working families on low wages from whole neighbourhoods."" He said the government should use a bank bonus tax to fund 250,000 affordable homes and""put unemployed builders back to work"" and boost the construction industry.'Lucky family'Expensive social housing-which Policy Exchange defines as housing worth more than the average property in each region-accounts for 21.8% of the total social housing stock in the UK, it says. This equates to 816,000 properties-out of a total of 3.78 million-which the think tank says could raise up to ?¡°o159bn if sold. It says London alone has more than ?¡°o70bn of expensive social housing. About 3.5% of the total stock becomes vacant every year owing to people moving out or dying, the think tank said. This meant the government could sell a total of 28,500 properties each year, raising ?¡°o5.5bn a year. The figure would stand at ?¡°o4.5bn after paying off the debt held against the stock, the report said. Mr O'Brien argued that many hard-working people might want to live in a nicer area or in a bigger house but could not afford to.""Rather than having one lucky family with a very expensive house, you would have two families perhaps desperately waiting for social housing, now having a roof over their heads.""That seems fairer to me,"" he added. The think tank also said the move would be""extremely popular"" with all sections of society, claiming that 73% of people, including social tenants, think people should not be given council houses worth more than the average property in a local authority.'Dramatic erosion'Critics say such a move would push the least well-off out of expensive streets, and into new ghettos. The National Housing Federation, which represents housing associations, says many towns would be""cleansed"" of""hardworking people who can't afford to pay high prices"". Labour MP Karen Buck, who represents Westminster North, is concerned that lower income families, particularly in London, will be forced out of more affluent areas creating segregated communities of rich and poor. Ms Buck also argued that the Labour government's ?¡°o8bn social and affordable housing building programme was cut by 60% when the coalition came to power. Housing Minister Grant Shapps-who is in favour of a sell-off-said the government had introduced""radical reforms"" to""get Britain building"" and to reduce social housing waiting lists. They included investing ?¡°o19.5bn public and private funding into an affordable housing programme""set to exceed expectations and deliver up to 170,000 homes"". Councils could now offer fixed-term tenancies to new tenants to make sure""social housing goes to those in greatest need"", he added.","Councils in England should consider selling off some of their social housing stock, David Cameron's spokesman has said. Shadow housing minister Jack Dromey said:'Councils and housing associations should make effective use of their housing stock but the government should not force them to arbitrarily sell off social homes, breaking up mixed",Pegasus,test,['intrinsic-NP'],['mixed']
CLIFF,xsum,22299596,"Gareth Colfer-Williams, 25, died last week at his home in Swansea, the city at the centre of an epidemic of the disease which has reached 942 cases. But the examination was unable to establish whether measles was the main cause of his death. An inquest will be opened and adjourned on Tuesday to allow further tests. Since the outbreak began in November, 83 people have needed hospital treatment for the illness. Mr Colfer-Williams'mother, Angela Colfer said her son had recently been treated at Swansea's Morriston Hospital for asthma. A few days after he was discharged he became unwell and developed a rash. Mrs Colfer said her son went to see an out-of-hours GP on 17 April with a rash""from head to foot"" but not on his arms. The following morning, Mr Colfer-Williams was found dead at his flat. Public Health Wales said on Friday that laboratory tests confirmed a diagnosis of measles but further tests were needed to determine the cause of death. The family said they had no idea how Mr Colfer-Williams got measles as no close family member has it, including his three-year-old daughter who has been vaccinated.",A post-mortem examination has failed to establish the cause of death of a man who died from measles.,Pegasus,val,['intrinsic-predicate'],['died from measles']
CLIFF,xsum,38034979,"Grant Ward's scuffed shot put Town ahead before Luke Varney rolled the ball into an empty net after QPR keeper Alex Smithies miscued a clearance. Cole Skuse's long-range shot fell to Tom Lawrence, who capped the scoring with a calm finish into the corner. Rangers offered little in attack, but sub Sandro headed Tjarron Cherry's corner against the post late on. Ipswich had failed to score in seven of their previous 10 Championship games, but could have had plenty more, with Christophe Berra heading wide from six yards, and Skuse firing a volley straight at Smithies. The Rs have won only once in their last six matches away from Loftus Road, and rarely looked like improving that record in Ian Holloway's second game in charge. The win lifted Mick McCarthy's Ipswich up four places to 14th and above Rangers, who slipped to 15th. Ipswich manager Mick McCarthy:""The irony was that poor old Alex Smithies cost them the second goal which set us up to win as comprehensively as we did. He then kept it from being an embarrassing scoreline, but I'll take three.""With Luke Varney and also Jonathan Douglas, I knew what I was going to get-even though I bet some people weren't thinking that when they saw the teamsheet. Luke epitomised everything what I want in this team.""We have not been bristling with confidence. I have had a couple of rotten weekends after Rotherham and Nottingham Forest. But hopefully Ipswich can be a happier place than it has been."" QPR boss Ian Holloway:""I am sure everyone will say everything hinged on the second goal, but it shouldn't have.""The goal was a calamity and after that we were awful and it could have been four or five.""Everyone will blame my keeper but I won't as my defenders should have made an angle for him. Even with my legs, I would have ran back and tried to help him.""My players need to be mentally tougher as a group. I am disappointed with how we finished today. We have got to try and be a bigger, braver and more solid team."" Match ends, Ipswich Town 3, Queens Park Rangers 0. Second Half ends, Ipswich Town 3, Queens Park Rangers 0. Attempt saved. Yeni N'Gbakoto (Queens Park Rangers) right footed shot from outside the box is saved in the bottom left corner. Yeni N'Gbakoto (Queens Park Rangers) wins a free kick in the attacking half. Foul by Luke Chambers (Ipswich Town). Attempt saved. Freddie Sears (Ipswich Town) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Jonathan Douglas. Offside, Ipswich Town. Leon Best tries a through ball, but Jonathan Douglas is caught offside. Attempt saved. David McGoldrick (Ipswich Town) right footed shot from the centre of the box is saved in the top centre of the goal. Assisted by Leon Best. Attempt saved. Freddie Sears (Ipswich Town) right footed shot from outside the box is saved in the centre of the goal. Assisted by Cole Skuse. Karl Henry (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Offside, Queens Park Rangers. Alex Smithies tries a through ball, but Idrissa Sylla is caught offside. Sandro (Queens Park Rangers) wins a free kick in the defensive half. Foul by David McGoldrick (Ipswich Town). Attempt blocked. Cole Skuse (Ipswich Town) right footed shot from outside the box is blocked. Corner, Ipswich Town. Conceded by Grant Hall. Karl Henry (Queens Park Rangers) wins a free kick in the attacking half. Foul by Cole Skuse (Ipswich Town). Attempt missed. Jonathan Douglas (Ipswich Town) header from the centre of the box is close, but misses to the left. Assisted by Freddie Sears with a cross following a corner. Corner, Ipswich Town. Conceded by Alex Smithies. Attempt saved. Grant Ward (Ipswich Town) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Freddie Sears with a through ball. Alex Smithies (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Corner, Ipswich Town. Conceded by Alex Smithies. Attempt saved. David McGoldrick (Ipswich Town) right footed shot from the right side of the box is saved in the bottom left corner. Assisted by Grant Ward. Attempt missed. David McGoldrick (Ipswich Town) right footed shot from more than 35 yards misses to the left. Assisted by Cole Skuse following a set piece situation. Substitution, Ipswich Town. Leon Best replaces Tom Lawrence. Foul by Nedum Onuoha (Queens Park Rangers). Grant Ward (Ipswich Town) wins a free kick in the attacking half. Corner, Queens Park Rangers. Conceded by Grant Ward. Corner, Queens Park Rangers. Conceded by Adam Webster. Sandro (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Sandro (Queens Park Rangers) hits the right post with a header from the right side of the six yard box. Assisted by Tjaronn Chery with a cross following a corner. Corner, Queens Park Rangers. Conceded by Christophe Berra. Attempt missed. David McGoldrick (Ipswich Town) right footed shot from outside the box misses to the right. Assisted by Tom Lawrence. Foul by Sandro (Queens Park Rangers). Jonathan Douglas (Ipswich Town) wins a free kick in the defensive half. Foul by Karl Henry (Queens Park Rangers). Cole Skuse (Ipswich Town) wins a free kick on the left wing.",Ipswich scored three first-half goals as they eased to victory over QPR at Portman Road.,Pegasus,test,['extrinsic-NP'],['first-half']
